CEFR,Text
B1,"Super! antwortet Thomas. Dann rufe ihn bitte an. Ich hole den Bus und dann treffen wir uns in zwei Stunden am Sportplatz. Vorher will Thomas sich noch von seiner Frau verabschieden. Doch Bianka ist mit dem Hund rausgegangen. Was bin ich für ein Idiot! , ärgert sich Thomas über sich selbst. Heute Abend wird er sich mit Bianka versöhnen. Doch jetzt muss er sich voll auf das Pokalspiel konzentrieren. Während der Busfahrt geht Thomas im Kopf die Aufstellung durch.  Ismail, der Neue, könnte spielen. Doch Thomas will sich erstmal  ansehen, wie Jonas seine Sache macht. Es sind nur zwölf Spieler im Bus, deshalb spielen alle außer Ismail. Als die Jungen sich in der Kabine umziehen, begrüßt Thomas den Trainer der Gegner. Der macht ein paar Witze, doch Thomas hört ihm gar nicht richtig zu. Da merkt Thomas.  "
B1,"Ich will mich wieder mit dir vertragen. Ich habe mich wie ein Kind verhalten, es tut mir leid. Dann schickt er noch zwei Herzchen hinterher. Nun geht es Thomas besser. Als seine Spieler kommen, sagt er ihnen gleich, wie sie spielen sollen. Alle setzen seine Vorgaben um. Nur wie Jonas spielt, das gefällt  Thomas überhaupt nicht. Immer wieder muss er den Kopf schütteln. Sein Entschluss steht fest. In der zweiten Halbzeit spielt Ismail. Ich will mich wieder mit dir vertragen. Ich habe mich wie ein Kind verhalten, es tut mir leid. Dann schickt er noch zwei Herzchen hinterher. Nun geht es Thomas besser. Als seine Spieler kommen, sagt er ihnen gleich, wie sie spielen sollen. Alle setzen seine Vorgaben um. Nur wie Jonas spielt, das gefällt  Thomas überhaupt nicht. Immer wieder muss er den Kopf schütteln. Sein Entschluss steht fest. In der zweiten Halbzeit spielt Ismail."
B1,"Noch ist nichts verloren. Doch eine richtig wache Mannschaft hätte hier längst vier, fünf Tore schießen können, glaubt Thomas. Nur gut, dass der FC Blau-Weiß auch noch halb schläft. Der Trainer der anderen schimpft genauso. Die zweite Halbzeit kann also richtig hart werden. Bevor Thomas zu seiner Mannschaft geht, tut er etwas Ungewöhnliches: Er sieht auf sein Handy. Das macht Thomas bei Spielen sonst  nie. Aber es gibt schließlich auch noch wichtigere Dinge als Sport. Sogar für ihn. Als er die Nachricht von seiner Frau liest, wird ihm warm ums Herz.Ja, unser Streit ist sehr doof. Und, ja, du verhältst dich wie ein Kind. Heute Abend können wir wie Erwachsene miteinander reden. Danach folgt immerhin ein Herz. Thomas ist fast schon wieder  glücklich. Nur muss er Jonas jetzt noch sagen, dass er ausgewechselt wird.  Aber Ismail hat eine faire Chance verdient. "
B1,"Thomas ist unsicher. „War das wirklich eine gute Idee, den Neuen  einzuwechseln?“, fragt er sich selbst. Er weiß fast gar nichts über Ismail. Der Junge war ja erst einmal beim Training. Und das hier ist  ein verdammt wichtiges Spiel. Als der FC Blau-Weiß fast das 1:0 schießt, hält Thomas den Atem an. Doch Daniel, ihr Torwart, hält. Mehr und mehr entspannt sich Thomas. Ismail hat einige gute  Aktionen. Nicht alles ist schon reif für die Bundesliga, aber insgesamt macht er ein sehr gutes Spiel. Thomas zieht sein Handy aus der Tasche und will die Uhrzeit wissen. Da sieht er noch eine Nachricht von Bianka. Das zweite Herz. Das heißt wohl: Komm nach Hause, wir vertragen uns wieder. Thomas lächelt. Jetzt kann der Tag nur noch gut werden. Sein Mut wird belohnt. Ismail macht tatsächlich das entscheidende Tor. "
B1,"Thomas ist glücklich wie ein Kind am Geburtstag. Diesen Pokal wollte er schon immer gewinnen. Endlich hat es geklappt. Jubelnd läuft er mit seinen Spielern dreimal um den ganzen Platz. Dann gehen sie sich umziehen. In der Kabine werden sie schon von Jonas erwartet. Doch der sieht gar nicht froh aus. Meine Geldbörse ist immer hinten in meiner Hosentasche, sagt er. Und jetzt ist sie weg. Er sieht giftig zu Ismail hinüber. Es muss einen Dieb in der Mannschaft geben, vermutet er. Einen, der immer in die Kabine gelaufen ist. Thomas weiß nicht recht, was er glauben soll. Schließlich hätte Ismail tatsächlich die Chance gehabt, die Geldbörse zu nehmen. Thomas sieht sich die Sache genau an. Kriegen die Jungs den Streit alleine hin? Er ist stolz auf Thierry, denn der mischt sich ein. Also hält Thomas sich raus. "
B1,"Mit dicker Luft fahren sie nach Hause. Dort gehen alle schweigend auseinander. Feiern will jetzt niemand mehr. Irgendwie hatte Thomas sich den Pokalsieg anders vorgestellt. Als Thomas endlich zu Hause ist, sitzt seine Frau am Tisch. Sie hat das Lieblingsessen von Thomas gekocht. Thomas freut sich, aber richtig Appetit hat er nicht. Er erzählt Bianka die Geschichte vom Diebstahl beim Turnier. „Ich glaube, ich hätte mich einmischen müssen“, sagt er. „Ich hätte  die Jungs damit nicht alleine lassen dürfen. Seine Frau nickt. „Wir haben fünf Tage gebraucht, um uns zu  versöhnen. Die Jungen brauchen deine Hilfe. Thomas schiebt den Teller weg. Er kommt zu dem Schluss, dass er einen Fehler gemacht hat. Nun will er Jonas noch einmal in Ruhe und mit etwas Abstand befragen. Bei Jonas angekommen, findet Thomas schon Thierry vor."
B1,"Jonas, beginnt  ""Wenn du nicht sicher bist, wer der Täter ist, darfst du niemanden beschuldigen. Ich dulde es nicht, wenn einer meiner Spieler für irgendetwas verdächtigt wird. Das ist ein Foul mit Worten! Thomas holt tief Luft. „Also?, fragt er. „Hast du Ismail oder sonst jemanden beim Stehlen beobachtet?“ Jonas schüttelt den Kopf.  Nein, ich habe niemanden gesehen.Am nächsten Morgen denkt Thomas immer noch viel an den Diebstahl in der Kabine. Er befürchtet, dass er das Supertalent Ismail nicht mehr wiedersehen wird.Der Junge spricht noch kaum Deutsch und kann sich deshalb auch nicht gut wehren, wenn er beschuldigt wird. Nach dem Sportunterricht in der Schule geht Thomas noch einmal kurz nach Hause. Er will sich nun endlich mit seiner Frau aussprechen. Bianka sitzt auf dem Sofa und liest eine Zeitschrift. Als Thomas kommt, lächelt sie."
B1," „Also, es tut mir wirklich leid“, beginnt Thomas. „Ich dachte, du traust dich nur nicht, mir die Beule im Auto zu  beichten. Das hat mich traurig gemacht, weil ich doch kein  Unmensch bin. Und darüber bin ich wütend geworden. Aber  das hatte gar nichts mit dir zu tun. Bianka nickt. „Stimmt, und die Beule im Auto auch nicht“, antwortet sie. „Eben war unser Nachbar Herr Krause da. Er ist mit der Mülltonne gegen unser parkendes Auto gestoßen. Daher kommt die Beule. Thomas steht der Mund offen. Was hat er gestern noch mal zu  Jonas gesagt? „Wenn du nicht sicher bist, wer der Täter ist, darfst  du niemanden beschuldigen. Aber er selbst hat sich nicht daran gehalten. Thomas entschuldigt sich aus tiefstem Herzen bei Bianka. Zum Abschied drückt er ihr einen dicken Kuss auf die Wange. Sie ist unschuldig, das weiß er jetzt."
B1,"Vor dem Training ist Thomas ungewöhnlich früh auf dem Sportplatz. Er will vor der Mannschaft eine kleine Rede über Gerechtigkeit halten. Nur wenn es Beweise oder Augenzeugen gibt, darf man jemanden beschuldigen. Das hat er gerade mit seinem Auto noch einmal selbst erfahren müssen. Ein Junge nach dem anderen verschwindet in der Umkleidekabine. Schließlich kommen auch Thierry und Ismail. Thomas ist stolz auf  seinen Kapitän, dass er sich so für den Neuen einsetzt. Doch Jonas taucht nicht auf. Erst als Thomas schon in der Umkleidekabine ist, erscheint auch Jonas. Aber Jonas ist nicht streitsüchtig wie  in den vergangenen Wochen. Er wirkt ganz geknickt. Die Geldbörse war gar nicht gestohlen“, gibt er zu. „Ich hatte sie in meinem Zimmer vergessen. Dann geht er zu Ismail und entschuldigt sich bei ihm vor versammelter Mannschaft. Thomas ist erleichtert, dass sich alles aufgeklärt hat."
B1,"Thomas klatscht in die Hände. „Jetzt haben wir aber genug geredet“, ruft er. „Ab auf den Platz und die Spannung loswerden. Drei Runden laufen, Männer! Alle Jungen stöhnen, wie immer. Aber Aufwärmen muss sein. Beim Spiel wirken alle Kicker wie befreit. Die angeblich gestohlene Geldbörse hat alle belastet. Doch nun sind alle wieder gut drauf und motiviert. Schneller, schneller, feuert Thomas sie an. „Das nächste Turnier kommt bestimmt. Und dann will ich wieder den Pokal haben. Beim Trainingsspiel legen sich alle richtig ins Zeug. Thierry, Jonas und Ismail sind zu dritt einfach wahnsinnig gut. Thomas macht sich gleich Notizen. Die drei wird er im nächsten Spiel zusammen aufstellen, soviel ist klar. Und dann macht er sich noch eine wichtige Notiz: Blumen für Bianka. Sie hat eindeutig einen Blumenstrauß verdient."
B1,"Seit einer Stunde wartet sie auf den Installateur, der ihre  Waschmaschine reparieren soll. Monika ist extra früh aufgestanden, um alles aufzuräumen. Vier Wäschekörbe sind voll mit schmutziger Wäsche. Langsam  haben ihre drei Kinder nichts mehr zum Anziehen. Seit Tagen kann sie nicht waschen und ihre Kinder meckern schon. Monikas Mann hat versucht, die Waschmaschine zu reparieren.  Aber es ist zu schwierig. Monika sieht auf die Uhr. Der Handwerker wollte um 7:30 Uhr  kommen. Jetzt ist es schon 8:30 Uhr. Monika hat noch nicht  gefrühstückt und auch keinen Kaffee getrunken. Jetzt sitzt sie nur dumm rum. Gleich muss sie zur Agentur für  Arbeit, wo sie arbeitet. Ein Mann kommt extra von weit her, um mit ihr für ein Vorstellungsgespräch zu trainieren. Dem kann sie nicht mehr  absagen. Monika Deckert nimmt das Telefon. Sie ruft den Handwerker an."
B1,"„Ich warte auf Sie!“, schimpft Frau Deckert. „Wann kommen Sie denn?“ Der Handwerker heißt Klaus Schmidt. Er entschuldigt sich nicht einmal für die Verspätung. „Das ist nicht meine Schuld“, sagt er. „Es ist Stau auf der A5. Am besten, ich fahre gleich wieder zurück. Haben Sie morgen Zeit?“ Monika glaubt, dass das nur eine Ausrede ist. Schnell sieht sie im  Internet bei den Staumeldungen nach. Auf der A5 gibt es keinen  Stau, steht dort. „Sie lügen mich an, Herr Schmidt!“, antwortet sie wütend. „Auf einen Handwerker muss ich mich verlassen können, sonst  brauche ich ihn nicht. Wer zu spät kommt, macht auch seine  Arbeit schlecht. Sie kündigt Klaus Schmidt den Auftrag und legt auf. Monika Deckert hasst es, umsonst zu warten. So ein Verhalten ist respektlos, da wird sie sauer."
B1,"Jetzt muss sie sich selbst beeilen, damit ihr Klient nicht warten  muss.Monika springt die Treppen in ihrem Haus herunter, hetzt zum  Auto und fährt los. Beinahe rast sie über eine rote Ampel. Und das  alles nur wegen dem Handwerker! „Ruhig, Monika!“, sagt sie zu sich selbst. „Es nützt nichts, wenn du einen Unfall baust. Dann kommst du erst recht zu spät.“ Sie sieht auf die Uhr. Es ist 9:30 Uhr. Noch hat sie genug Zeit bis zu ihrem Termin. Vor dem Parkhaus ist eine lange Schlange. Viele Autos stehen vor  ihr. Es dauert fast zehn Minuten, bis Monika endlich einen Parkplatz gefunden hat. Um eine Minute vor zehn ist Monika Deckert an ihrem  Arbeitsplatz. Sie hat immer noch keinen Kaffee getrunken.  Das will sie machen, wenn der Mann wieder gegangen ist.  Da hat sie eine Stunde frei. ‚Was für ein Tag!‘"
B1,"Zum Glück ist Monikas Klient pünktlich. Langsam beruhigt sie sich wieder. Der Mann ist sehr nett und schreibt sich alles auf, was Monika ihm sagt. Er möchte dringend eine Arbeit haben und hat drei Vorstellungstermine. Monika gibt ihm jede Menge Tipps, wie man sich gut präsentiert. Um halb elf steht er auf. „Vielen Dank, Frau Deckert“, sagt er. „Sie haben mir sehr geholfen.“ „Das habe ich gerne gemacht“, sagt Monika. Ihre Arbeit macht ihr Spaß, auch wenn heute Morgen alles schief  ging. „Viel Glück!“, wünscht sie dem Mann. Dann geht sie in die Küche. Jetzt möchte sie endlich ihren Kaffee trinken. In der Küche sitzt ihre Kollegin. „Kennst du nicht einen Handwerker, der meine Waschmaschine  reparieren kann?“, fragt Monika.Doch die Kollegin schüttelt den Kopf. „Mein Abfluss im Waschbecken ist seit zwei Monaten verstopft“,  sagt sie. „Da kommt auch niemand.“ Monika seufzt und geht zu ihrem Büro zurück."
B1,"Zurück im Büro setzt Monika sich an den Computer. Sie sucht die  Telefonnummern von allen Installateuren der Stadt heraus. Einen  nach dem anderen ruft sie an. „In drei Wochen können wir kommen“, sagt der Erste. ‚In drei Wochen?‘, wundert sich Monika. ‚Und wie soll ich bis dahin waschen?‘ Der Zweite will gar nichts reparieren. „Kaufen Sie sich eine neue Waschmaschine“, rät er. „Ich mache Ihnen ein super Angebot!“ Genervt ruft Monika den dritten Handwerker an. Der ist für einen Monat im Urlaub. Beim Vierten geht nur der Anrufbeantworter an. „Hinterlassen Sie eine Nachricht, wir rufen bestimmt zurück“, hört Monika. Sie bittet um einen Rückruf. Mal sehen, ob das funktioniert. ‚Warum mache ich das eigentlich?‘, fragt Monika sich schließlich.  ‚Darum sollte sich Olaf kümmern.‘ Sie versucht, ihren Mann Olaf im Büro zu erreichen. Doch Olaf geht nicht ran. Auf dem Handy hat sie mehr Glück."
B1,"„Hallo, mein Schatz“, sagt Monika, obwohl sie gerade ein bisschen sauer auf ihren Mann ist. „Ich habe mit den Handwerkern kein  Glück. Versuch du es doch bitte mal.“Gerade will sie Olaf die Namen vorlesen, die sie schon angerufen  hat. Doch ihr Mann widerspricht ihr sofort. „Wie stellst du dir das vor?“, spricht er ins Handy. „Ich bin gerade  auf der Autobahn und unterwegs zu einem Kunden. Mach du das,  ich bin sowieso schon zu spät!“ Monika Deckert seufzt. „Ich arbeite auch!“, motzt sie zurück. „Sollen unsere Kinder  deswegen mit dreckigen Kleidern in die Schule gehen?“ Olaf Deckert holt tief Luft, das hört Monika am Telefon. „Tut mir leid, Schatz“, antwortet er. „Ich will mich nicht mit dir  streiten. Heute Abend kümmere ich mich darum. Okay?“ Monika nickt, obwohl ihr Mann es ja nicht sehen kann.  „Okay“, sagt sie. „Und fahr vorsichtig! "
B1,"
Beinahe hätten sie sich wegen der blöden Maschine gestritten. Jetzt brauche ich noch einen Kaffee!‘, sagt sie zu sich selbst. Dann geht sie wieder in die Küche. Als Monika Deckert mit der Kaffeetasse in der Hand durch den Flur  der Agentur geht, kommen ihr zwei junge Leute entgegen. Ein  Mädchen und ein Junge. Monika erkennt das Mädchen, es ist Anna. „Hallo Anna“, begrüßt Monika sie. „Willst du zu mir?“ Anna nickt. „Ich habe den Praktikumsplatz!“, erzählt die fröhlich. „Vielen Dank, Frau Deckert. Ohne Sie hätte das nicht geklappt! “Monikas Laune wird gleich besser. Genau das mag sie an ihrer  Arbeit: Sie kann anderen Menschen helfen. Doch  kaum einer  bedankt sich bei ihr. Deshalb freut Monika der Besuch von Anna  doppelt. Dann schiebt Anna den Jungen nach vorne. „Das ist Sergio“, stellt sie vor. „Er möchte auch ein Praktikum machen. 
"
B1,"
Monika nickt. Eigentlich hat sie gar keine Zeit. Sie hat noch einen  Termin und die kaputte Waschmaschine geht ihr auch nicht aus  dem Kopf. Aber das ist jetzt unwichtig. Außerdem sieht der Junge  sehr traurig aus. Na gut, eine halbe Stunde hat sie noch. „Heute habe ich leider nicht so lange Zeit“, sagt Monika als sie im  Büro sitzen. „Wie kann ich dir helfen?“ Der Junge sieht so aus, als wüsste er selbst nicht, warum er hier ist. „Ich hatte ein Gespräch für ein Praktikum“, erzählt er. „Aber der Chef konnte mich nicht leiden. “Monika fragt Sergio, wie er das bemerkt hat. Sergio berichtet von  seinem Morgen in der Autowerkstatt. Nebenbei erzählt er, dass er  viel zu spät war. ‚Noch einer!‘, denkt Monika. ‚Sind denn heute alle zu spät?’ „Du musst Verantwortung für dein Handeln übernehmen“, sagt sie freundlich. 
"
B1,"„Nicht immer die Schuld auf andere schieben. Du warst viel zu spät.  Bei einem Vorstellungsgespräch geht das nicht. Der Chef nimmt sich extra Zeit für dich.“Sergio nickt einsichtig. „Während er auf dich wartet, kann er keine Autos reparieren“,  spricht Monika weiter. „Da hast du einen Fehler gemacht.“ Jetzt sieht Sergio noch trauriger aus. Monika muss ihn dringend  aufheitern. „Das geht aber vielen Menschen so, die nach Deutschland  kommen“, verrät sie. „Pünktlichkeit ist hier sehr wichtig.“ Monika seufzt. Sie denkt an ihren Handwerker.„Aber auch viele Deutsche halten sich nicht daran.“ Am nächsten Tag ist die Waschmaschine von Monika Deckert noch immer kaputt. Keiner der Handwerker hat sich bei ihr gemeldet.  Und ihr Mann hat auch keinen mehr erreicht. Jetzt haben sie kaum noch etwas zum Anziehen. Was soll sie nur tun? Um kurz nach vier Uhr klopft es an der Tür in ihrem Büro."
